ZipCode,State,Long,County,PlaceName,Lat
93551,CA,-118.231,Los Angeles,Palmdale,34.6017
84244,UT,-111.9567,Weber,Ogden,41.2553
12788,NY,-74.5928,Sullivan,Woodbourne,41.7708
73624,OK,-99.188,Washita,Burns Flat,35.3492
98417,WA,-122.4822,Pierce,Tacoma,47.2061
45760,OH,-82.06,Meigs,Middleport,38.9993
84320,UT,-111.8768,Cache,Lewiston,41.9701
93651,CA,-119.5268,Fresno,Prather,36.9938
48242,MI,-83.3532,Wayne,Detroit,42.2166
23884,VA,-77.2791,Sussex,Sussex,36.9151
59007,MT,-109.1571,Carbon,Bearcreek,45.1608
18250,PA,-75.8693,Carbon,Summit Hill,40.8255
96804,HI,-157.8585,Honolulu,Honolulu,21.306
80727,CO,-102.4828,Yuma,Eckley,40.1138
69190,NE,-102.3444,Garden,Oshkosh,41.405
52774,IA,-90.5954,Clinton,Welton,41.9081
52650,IA,-91.185,Des Moines,Sperry,40.9419
81007,CO,-104.7792,Pueblo,Pueblo,38.387
50481,IA,-92.789,Mitchell,Toeterville,43.3564
49504,MI,-85.7265,Kent,Grand Rapids,42.9737
13116,NY,-76.0098,Onondaga,Minoa,43.0772
72520,AR,-91.7262,Fulton,Camp,36.4025
48070,MI,-83.1749,Oakland,Huntington Woods,42.4825
56668,MN,-93.3488,Koochiching,Ranier,48.613
17025,PA,-76.9432,Cumberland,Enola,40.2922
87832,NM,-106.8285,Socorro,San Antonio,33.819
10302,NY,-74.1379,Richmond,Staten Island,40.6306
13323,NY,-75.3808,Oneida,Clinton,43.0586
75094,TX,-96.6189,Collin,Plano,33.0148
19710,DE,-75.6391,New Castle,Montchanin,39.7578
20006,DC,-77.0447,District of Columbia,Washington,38.8964
83429,ID,-111.3679,Fremont,Island Park,44.4466
76058,TX,-97.4011,Johnson,Joshua,32.4663
91765,CA,-117.8098,Los Angeles,Diamond Bar,34.0066
40245,KY,-85.4845,Jefferson,Louisville,38.2683
29113,SC,-81.1097,Orangeburg,Norway,33.4534
28423,NC,-78.3372,Columbus,Bolton,34.3091
76633,TX,-97.3002,McLennan,China Spring,31.6673
10312,NY,-74.1792,Richmond,Staten Island,40.5457
37042,TN,-87.4186,Montgomery,Clarksville,36.5853
80914,CO,-104.7012,El Paso,Colorado Springs,38.8192
92407,CA,-117.3908,San Bernardino,San Bernardino,34.2166
79855,TX,-104.8245,Culberson,Van Horn,31.0391
37118,TN,-86.1824,Rutherford,Milton,35.9221
98111,WA,-122.3321,King,Seattle,47.6062
37625,TN,-82.1887,Sullivan,Bristol,36.5951
95157,CA,-121.9777,Santa Clara,San Jose,37.3008
56545,MN,-96.2152,Norman,Gary,47.3675
12760,NY,-75.0942,Sullivan,Long Eddy,41.8644
57021,SD,-96.9792,Turner,Davis,43.2864
39307,MS,-88.7436,Lauderdale,Meridian,32.3736
6762,CT,-73.1131,New Haven,Middlebury,41.5343
84103,UT,-111.8749,Salt Lake,Salt Lake City,40.7776
29550,SC,-80.0842,Darlington,Hartsville,34.3756
98537,WA,-123.7739,Grays Harbor,Cosmopolis,46.9538
76827,TX,-99.1277,Brown,Brookesmith,31.5176
8638,NJ,-74.7627,Mercer,Trenton,40.251
16531,PA,-80.0649,Erie,Erie,42.1827
13825,NY,-75.2079,Otsego,Otego,42.4133
33116,FL,-80.1937,Miami-Dade,Miami,25.7743
62543,IL,-89.1725,Logan,Latham,39.9711
43697,OH,-83.4394,Lucas,Toledo,41.6868
26865,WV,-78.5095,Hampshire,Yellow Spring,39.1823
73507,OK,-98.3895,Comanche,Lawton,34.6246
96701,HI,-157.9332,Honolulu,Aiea,21.3908
62069,IL,-89.7448,Macoupin,Mount Olive,39.0705
95642,CA,-120.7573,Amador,Jackson,38.3545
55765,MN,-92.7884,St. Louis,Meadowlands,47.1021
18933,PA,-75.1028,Bucks,Lumberville,40.3286
99203,WA,-117.4041,Spokane,Spokane,47.6294
22843,VA,-79.1028,Augusta,Mount Solon,38.3328
43070,OH,-83.9579,Champaign,Rosewood,40.2158
64060,MO,-94.3621,Clay,Kearney,39.3652
59424,MT,-110.0908,Fergus,Coffee Creek,47.3467
72919,AR,-94.3985,Sebastian,Fort Smith,35.3859
49015,MI,-85.2128,Calhoun,Battle Creek,42.3028
21914,MD,-75.9795,Cecil,Charlestown,39.5729
95481,CA,-123.1658,Mendocino,Talmage,39.1269
53538,WI,-88.8467,Jefferson,Fort Atkinson,42.9229
24879,WV,-81.7614,McDowell,Raysal,37.3244
95798,CA,-121.5291,Yolo,West Sacramento,38.5805
10588,NY,-73.8273,Westchester,Shrub Oak,41.3286
24314,VA,-81.1989,Bland,Bastian,37.1574
13748,NY,-75.8076,Broome,Conklin,42.0454
2832,RI,-71.7339,Washington,Hope Valley,41.5096
65740,MO,-93.1715,Taney,Rockaway Beach,36.7137
38745,MS,-90.983,Issaquena,Grace,32.9775
69216,NE,-100.9884,Cherry,Kilgore,42.9146
59520,MT,-110.0776,Chouteau,Big Sandy,48.1497
2879,RI,-71.5342,Washington,Wakefield,41.4437
25110,WV,-81.3726,Kanawha,Hugheston,38.2095
19736,DE,-75.6755,New Castle,Yorklyn,39.8082
15824,PA,-78.8116,Jefferson,Brockway,41.2406
84129,UT,-111.9674,Salt Lake,Salt Lake City,40.6531
24412,VA,-79.8437,Bath,Bacova,38.054
46382,IN,-86.8355,LaPorte,Union Mills,41.4602
22469,VA,-76.6616,Westmoreland,Hague,38.0573
99609,AK,-162.5181,Bethel Census Area,Kasigluk,60.8956
7111,NJ,-74.2313,Essex,Irvington,40.7261
15940,PA,-78.6294,Cambria,Loretto,40.5105
36104,AL,-86.3081,Montgomery,Montgomery,32.373
66441,KS,-96.8396,Geary,Junction City,39.0299
35587,AL,-87.4372,Walker,Townley,33.847
57553,SD,-101.7523,Haakon,Milesville,44.4283
41267,KY,-82.4386,Martin,Warfield,37.875
64844,MO,-94.2643,Newton,Granby,36.9066
90262,CA,-118.2013,Los Angeles,Lynwood,33.9241
32198,FL,-81.0228,Volusia,Daytona Beach,29.2108
50049,IA,-93.3042,Lucas,Chariton,41.0226
28813,NC,-82.5026,Buncombe,Asheville,35.5004
5042,VT,-72.0996,Caledonia,East Ryegate,44.2275
23138,VA,-76.3172,Mathews,Port Haywood,37.386
93032,CA,-119.1771,Ventura,Oxnard,34.1975
26275,WV,-79.9494,Barbour,Junior,38.9784
90003,CA,-118.2727,Los Angeles,Los Angeles,33.9653
76958,TX,-100.716,Tom Green,Water Valley,31.6453
44633,OH,-81.9275,Holmes,Holmesville,40.633
85016,AZ,-112.0305,Maricopa,Phoenix,33.5021
50682,IA,-91.7315,Buchanan,Winthrop,42.4912
65457,MO,-92.0569,Pulaski,Devils Elbow,37.8512
7422,NJ,-74.4564,Sussex,Highland Lakes,41.1826
23836,VA,-77.3386,Chesterfield,Chester,37.3475
26855,WV,-79.2783,Grant,Cabins,38.9512
5074,VT,-72.4114,Orange,Thetford,43.996
60144,IL,-88.522,Kane,Kaneville,41.8353
15490,PA,-79.4251,Fayette,White,40.0726
77612,TX,-93.9913,Jasper,Buna,30.4132
99023,WA,-117.1637,Spokane,Mica,47.5538
49055,MI,-85.8536,Van Buren,Gobles,42.3702
51240,IA,-96.4363,Lyon,Inwood,43.3047
79235,TX,-101.3346,Floyd,Floydada,33.9743
75253,TX,-96.5964,Dallas,Dallas,32.6833
46856,IN,-85.0707,Allen,Fort Wayne,41.0938
33906,FL,-81.9486,Lee,Fort Myers,26.5529
87528,NM,-107.0602,Rio Arriba,Dulce,36.8598
45405,OH,-84.2135,Montgomery,Dayton,39.7899
79005,TX,-100.5238,Lipscomb,Booker,36.4429
96134,CA,-121.4347,Siskiyou,Tulelake,41.9316
68662,NE,-97.4253,Polk,Shelby,41.1922
52077,IA,-91.5429,Clayton,Volga,42.7904
13163,NY,-75.7069,Madison,Wampsville,43.0753
57737,SD,-102.5632,Meade,Enning,44.5755
15483,PA,-79.8501,Washington,Stockdale,40.0826
33765,FL,-82.7433,Pinellas,Clearwater,27.9902
62553,IL,-89.0836,Shelby,Oconee,39.2884
43349,OH,-82.6619,Morrow,Shauck,40.6142
97124,OR,-122.9636,Washington,Hillsboro,45.5387
58075,ND,-96.7921,Richland,Wahpeton,46.3366
15547,PA,-79.0616,Somerset,Jennerstown,40.1595
68835,NE,-98.5756,Howard,Elba,41.2864
5905,VT,-71.5991,Essex,Guildhall,44.6902
50452,IA,-93.3518,Franklin,Latimer,42.7598
12584,NY,-74.0591,Orange,Vails Gate,41.4641
4351,ME,-69.867,Kennebec,Manchester,44.358
31051,GA,-83.8774,Dooly,Lilly,32.1471
28052,NC,-81.2194,Gaston,Gastonia,35.2449
63114,MO,-90.3644,St. Louis,Saint Louis,38.7023
44212,OH,-81.828,Medina,Brunswick,41.2471
74864,OK,-96.7009,Lincoln,Prague,35.5105
20244,DC,-77.0146,District of Columbia,Washington,38.8933
47734,IN,-87.575,Vanderburgh,Evansville,37.9971
15440,PA,-79.5736,Fayette,Gibbon Glade,39.7364
39751,MS,-89.1051,Calhoun,Mantee,33.7052
72569,AR,-91.4793,Sharp,Poughkeepsie,36.0767
68862,NE,-98.9418,Valley,Ord,41.5962
96120,CA,-119.8327,Alpine,Markleeville,38.7713
67122,KS,-96.3695,Greenwood,Piedmont,37.6372
17321,PA,-76.4392,York,Fawn Grove,39.751
10975,NY,-74.1762,Orange,Southfields,41.248
33568,FL,-82.4388,Hillsborough,Riverview,27.872
38339,TN,-88.5208,McNairy,Guys,35.0142
12958,NY,-73.5834,Clinton,Mooers,44.9592
38869,MS,-88.8351,Pontotoc,Sherman,34.3575
84058,UT,-111.7209,Utah,Orem,40.2818
29418,SC,-80.0458,Charleston,North Charleston,32.8929
78549,TX,-98.0393,Hidalgo,Hargill,26.4671
61491,IL,-89.7782,Stark,Wyoming,41.0599
13428,NY,-74.5708,Montgomery,Palatine Bridge,42.9221
56630,MN,-94.4961,Beltrami,Blackduck,47.7381
1903,MA,-70.9495,Essex,Lynn,42.4668
35015,AL,-86.6375,Jefferson,Alton,33.5793
32258,FL,-81.5739,Duval,Jacksonville,30.1459
91109,CA,-118.1445,Los Angeles,Pasadena,34.1478
10925,NY,-74.3033,Orange,Greenwood Lake,41.2101
20301,DC,-77.0311,District of Columbia,Washington,38.8894
26366,WV,-80.3359,Harrison,Haywood,39.3812
72729,AR,-94.4638,Washington,Evansville,35.7823
28083,NC,-80.6015,Cabarrus,Kannapolis,35.4848
21795,MD,-77.8087,Washington,Williamsport,39.593
84151,UT,-111.9083,Salt Lake,Salt Lake City,40.6681
55554,MN,-93.7665,Carver,Norwood,44.8055
5101,VT,-72.4664,Windham,Bellows Falls,43.1482
79911,TX,-106.5426,El Paso,El Paso,31.8925
20245,DC,-77.0146,District of Columbia,Washington,38.8933
52563,IA,-92.3097,Keokuk,Hedrick,41.1826
25204,WV,-81.6141,Boone,Twilight,37.926
99692,AK,-166.5422,Aleutians West (CA),Dutch Harbor,53.8898
33841,FL,-81.7823,Polk,Fort Meade,27.7464
73023,OK,-97.9364,Grady,Chickasha,35.0526
36445,AL,-87.3817,Monroe,Frisco City,31.4235
65580,MO,-91.7788,Maries,Vichy,38.098
83533,ID,-116.2724,Idaho,Greencreek,46.1155
1050,MA,-72.8733,Hampshire,Huntington,42.2653
50380,IA,-93.5722,Polk,Des Moines,41.6727
29593,SC,-79.8865,Darlington,Society Hill,34.4512
64421,MO,-94.9113,Andrew,Amazonia,39.9092
92086,CA,-116.6527,San Diego,Warner Springs,33.3096
47032,IN,-85.0638,Dearborn,Moores Hill,39.0945
48324,MI,-83.3819,Oakland,West Bloomfield,42.5961
56361,MN,-95.3289,Otter Tail,Parkers Prairie,46.153
2702,MA,-71.0607,Bristol,Assonet,41.7975
58109,ND,-96.8148,Cass,Fargo,46.8235
28631,NC,-81.4468,Ashe,Grassy Creek,36.5415
28676,NC,-80.8653,Surry,State Road,36.3422
54302,WI,-87.9771,Brown,Green Bay,44.5025
32953,FL,-80.7301,Brevard,Merritt Island,28.3888
13334,NY,-75.6314,Madison,Eaton,42.8484
35452,AL,-87.6888,Tuscaloosa,Coker,33.2934
39483,MS,-89.9311,Marion,Foxworth,31.2473
15056,PA,-80.2099,Allegheny,Leetsdale,40.5662
54944,WI,-88.6281,Outagamie,Hortonville,44.3273
65336,MO,-93.5585,Johnson,Knob Noster,38.7667
77857,TX,-96.7237,Milam,Gause,30.7833
29102,SC,-80.2116,Clarendon,Manning,33.6184
37621,TN,-82.2645,Sullivan,Bristol,36.5042
4024,ME,-70.6922,Cumberland,East Baldwin,43.8646
43952,OH,-80.634,Jefferson,Steubenville,40.3698
6914,CT,-73.5387,Fairfield,Stamford,41.0534
70452,LA,-89.7732,St. Tammany,Pearl River,30.3944
25162,WV,-81.3851,Kanawha,Pratt,38.2101
71832,AR,-94.3386,Sevier,De Queen,34.0442
61656,IL,-89.7184,Peoria,Peoria,40.7442
19118,PA,-75.2034,Philadelphia,Philadelphia,40.0723
43932,OH,-80.7915,Jefferson,Irondale,40.5111
97384,OR,-122.6187,Marion,Mehama,44.7903
72011,AR,-92.4828,Saline,Bauxite,34.5091
72315,AR,-89.919,Mississippi,Blytheville,35.9273
35647,AL,-87.1006,Limestone,Lester,34.9596
20777,MD,-76.9686,Howard,Highland,39.1843
84088,UT,-111.9644,Salt Lake,West Jordan,40.5959
6024,CT,-73.2913,Litchfield,East Canaan,42.0158
94523,CA,-122.0737,Contra Costa,Pleasant Hill,37.954
24658,VA,-82.0274,Buchanan,Wolford,37.288
4416,ME,-68.7768,Hancock,Bucksport,44.6015
35080,AL,-86.902,Shelby,Helena,33.2663
79083,TX,-101.45,Hutchinson,Stinnett,35.8377
80515,CO,-105.3831,Larimer,Drake,40.4275
55342,MN,-94.7058,Renville,Hector,44.7485
16001,PA,-79.934,Butler,Butler,40.8859
57631,SD,-100.2716,Walworth,Glenham,45.5335
70041,LA,-89.5242,Plaquemines Parish,Buras,29.3519
95401,CA,-122.7547,Sonoma,Santa Rosa,38.4432
6606,CT,-73.2086,Fairfield,Bridgeport,41.2091
77577,TX,-95.2889,Brazoria,Liverpool,29.2667
2344,MA,-70.9112,Plymouth,Middleboro,41.8932
68716,NE,-96.815,Cuming,Beemer,41.9374
20436,DC,-77.0211,District of Columbia,Washington,38.8959
40468,KY,-84.9665,Boyle,Perryville,37.6375
67058,KS,-98.018,Harper,Harper,37.2909
97537,OR,-123.1587,Jackson,Rogue River,42.4889
73528,OK,-98.6514,Comanche,Chattanooga,34.4262
30224,GA,-84.2734,Spalding,Griffin,33.2404
89034,NV,-114.0591,Clark,Mesquite,36.809
27591,NC,-78.3926,Wake,Wendell,35.798
24558,VA,-78.9415,Halifax,Halifax,36.7626
48348,MI,-83.404,Oakland,Clarkston,42.7605
12857,NY,-73.9335,Essex,Olmstedville,43.7799
56619,MN,-94.8803,Beltrami,Bemidji,47.4736
40266,KY,-85.6768,Jefferson,Louisville,38.189
64857,MO,-94.4352,Jasper,Purcell,37.2423
29709,SC,-80.0958,Chesterfield,Chesterfield,34.7278
72336,AR,-90.7898,St. Francis,Forrest City,35.0081
6111,CT,-72.7296,Hartford,Newington,41.686
83349,ID,-114.1508,Lincoln,Richfield,43.0588
67576,KS,-98.7601,Stafford,St John,38.0022
66857,KS,-95.6227,Coffey,Le Roy,38.0874
92844,CA,-117.9738,Orange,Garden Grove,33.7661
79424,TX,-101.9344,Lubbock,Lubbock,33.5159
53105,WI,-88.2749,Racine,Burlington,42.666
22403,VA,-77.4608,Stafford,Fredericksburg,38.4173
24244,VA,-82.8337,Scott,Duffield,36.7114
33630,FL,-82.4388,Hillsborough,Tampa,27.872
42635,KY,-84.3984,McCreary,Pine Knot,36.6807
65449,MO,-91.5623,Crawford,Cook Sta,37.8242
2909,RI,-71.4443,Providence,Providence,41.8206
19344,PA,-75.8843,Chester,Honey Brook,40.0832
19150,PA,-75.1706,Philadelphia,Philadelphia,40.0726
97051,OR,-122.8282,Columbia,Saint Helens,45.8608
71853,AR,-94.0427,Little River,Ogden,33.5826
72013,AR,-92.3779,Van Buren,Bee Branch,35.4683
14846,NY,-77.9818,Livingston,Hunt,42.5388
31052,GA,-83.825,Bibb,Lizella,32.7773
11727,NY,-73.0069,Suffolk,Coram,40.885
26298,WV,-80.3006,Webster,Bergoo,38.4865
63637,MO,-90.4968,St. Francois,Doe Run,37.7348
68109,NE,-95.9378,Douglas,Omaha,41.2586
17106,PA,-76.8501,Dauphin,Harrisburg,40.2927
54934,WI,-88.8397,Winnebago,Eureka,44.0032
79526,TX,-100.7547,Scurry,Hermleigh,32.6294
2035,MA,-71.2441,Norfolk,Foxboro,42.0649
56727,MN,-95.6398,Marshall,Grygla,48.3071
19074,PA,-75.2972,Delaware,Norwood,39.887
47610,IN,-87.3756,Warrick,Chandler,38.0423
28411,NC,-77.8039,New Hanover,Wilmington,34.3033
75207,TX,-96.8319,Dallas,Dallas,32.7939
3042,NH,-71.0764,Rockingham,Epping,43.0411
25573,WV,-81.9568,Lincoln,Yawkey,38.2193
57454,SD,-97.7925,Marshall,Langford,45.6174
79493,TX,-101.8213,Lubbock,Lubbock,33.61
62001,IL,-89.7441,Madison,Alhambra,38.8822
75694,TX,-94.3427,Harrison,Woodlawn,32.6537
85131,AZ,-111.5833,Pinal,Eloy,32.7509
91221,CA,-118.2551,Los Angeles,Glendale,34.1425
74462,OK,-95.1071,Haskell,Stigler,35.2686
1803,MA,-71.2004,Middlesex,Burlington,42.5089
85033,AZ,-112.2132,Maricopa,Phoenix,33.4944
52535,IA,-91.9534,Van Buren,Birmingham,40.8626
94279,CA,-121.4944,Sacramento,Sacramento,38.5816
44844,OH,-83.2637,Wyandot,Mc Cutchenville,40.9752
76022,TX,-97.1454,Tarrant,Bedford,32.8297
97364,OR,-123.9843,Lincoln,Neotsu,44.9988
15666,PA,-79.5134,Westmoreland,Mount Pleasant,40.1742
46617,IN,-86.2351,St. Joseph,South Bend,41.685
41030,KY,-84.5982,Grant,Crittenden,38.7741
67459,KS,-98.29,Ellsworth,Lorraine,38.5652
60699,IL,-87.6873,Cook,Chicago,41.8119
61276,IL,-90.5866,Mercer,Preemption,41.2996
27415,NC,-79.792,Guilford,Greensboro,36.0726
78107,TX,-97.5925,Goliad,Berclair,28.5295
32835,FL,-81.4787,Orange,Orlando,28.5289
20408,DC,-77.0146,District of Columbia,Washington,38.8933
37743,TN,-82.8692,Greene,Greeneville,36.1316
62871,IL,-88.2865,Gallatin,Omaha,37.8904
85143,AZ,-111.528,Pinal,San Tan Valley,33.1911
94236,CA,-121.4944,Sacramento,Sacramento,38.5816
58775,ND,-101.822,McLean,Roseglen,47.696
39335,MS,-88.4956,Lauderdale,Lauderdale,32.5022
24350,VA,-80.9779,Wythe,Ivanhoe,36.8272
72010,AR,-91.5502,White,Bald Knob,35.3113
98042,WA,-122.1206,King,Kent,47.368
87064,NM,-106.5564,Rio Arriba,Youngsville,36.1875
83002,WY,-110.7624,Teton,Jackson,43.4799
5673,VT,-72.8283,Washington,Waitsfield,44.1889
73736,OK,-97.6848,Garfield,Fairmont,36.34
43787,OH,-81.8262,Morgan,Stockport,39.549
21057,MD,-76.5153,Baltimore,Glen Arm,39.4575
27615,NC,-78.6393,Wake,Raleigh,35.8887
92517,CA,-117.3962,Riverside,Riverside,33.9533
61854,IL,-88.5179,Piatt,Mansfield,40.2147
16750,PA,-78.3308,McKean,Turtlepoint,41.8847
78767,TX,-97.7431,Travis,Austin,30.2672
79121,TX,-101.9266,Randall,Amarillo,35.1697
7930,NJ,-74.6776,Morris,Chester,40.7892
56549,MN,-96.4092,Clay,Hawley,46.9777
73045,OK,-97.1734,Oklahoma,Harrah,35.4833
50110,IA,-94.9812,Audubon,Gray,41.8401
20779,MD,-76.5752,Anne Arundel,Tracys Landing,38.7671
37774,TN,-84.3436,Loudon,Loudon,35.7292
83405,ID,-112.0341,Bonneville,Idaho Falls,43.4666
77865,TX,-96.2375,Leon,Marquez,31.2309
53599,WI,-89.8622,Lafayette,Woodford,42.6493
55612,MN,-90.6381,Cook,Lutsen,47.6831
72623,AR,-92.3296,Baxter,Clarkridge,36.4724
39886,GA,-84.6092,Calhoun,Shellman,31.7608
36618,AL,-88.1758,Mobile,Mobile,30.7322
38118,TN,-89.9265,Shelby,Memphis,35.0514
65713,MO,-92.7763,Webster,Niangua,37.3985
53168,WI,-88.1287,Kenosha,Salem,42.5709
51041,IA,-96.0565,Sioux,Orange City,43.0185
60659,IL,-87.7166,Cook,Chicago,41.9972
7071,NJ,-74.1245,Bergen,Lyndhurst,40.8094
98411,WA,-122.4443,Pierce,Tacoma,47.2529
16544,PA,-80.0649,Erie,Erie,42.1827
18071,PA,-75.6011,Carbon,Palmerton,40.817
